bom,bom版本,機台,machine_ver,製程,順序,process_ver,version,CREATE_DATE,factoryNo,HIBERVERSION,LAST_UPDATE_TIMESTAMP,lastVersion,mark,compareOperationSpec,effectForAdditinalProcess,estimatedEnterPeople,loadingTime,matchedOperationSpec,note,occupiedProductionTimeOnLoading,occupiedProductionTimeOnUnloading,occupiedProductionTimeOnWorking,parallelProcess,peopleInSOP,periodForAmountOfLot,postprocessTime,preprocessTime,quantityOfALot,ratioOfLearning,排程運算比率(ratioOfSchedulingCaculation),sameRegionAsPreProcess,studyTime,timeOfWarnUp,unitOfTime,unloadingTime,wayOfWorkingWithPreProcess,工作時間(workingTime),changingLineGroup_Id,productionGroup_Id,指定機台,限制機台,前置時間
BERTCH08HCSV4B,X2,FT-086,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-056,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-044,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-092,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-091,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-081,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-078,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-076,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-089,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-088,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-087,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-084,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-083,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-079,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-077,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-072,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-066,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-057,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,FT-055,0,BTA1,18,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,150,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-040,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-039,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-032,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-031,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-019,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-017,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-018,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-016,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-026,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-020,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-027,0,BXBX,23,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-040,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-039,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-032,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-031,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-019,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-017,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-018,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-016,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-026,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-020,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,MS-027,0,BXBY,24,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,35,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,LS-068,0,BXC3,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,LS-067,0,BXC3,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,LS-064,0,BXC3,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL
BERTCH08HCSV4B,X2,LS-058,0,BXC3,27,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,27,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,CR-046,0,PDCA,1,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,16.04,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,CR-022,0,PDCA,1,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,16.04,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,SP-007,0,PDSA,3,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,19.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,SP-006,0,PDSA,3,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,19.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,SP-005,0,PDSA,3,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,19.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,SP-004,0,PDSA,3,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,19.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-024,0,PDPS,4,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,8.1,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-007,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-006,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-005,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-004,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-003,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DR-001,0,PDBA,5,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.94,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-019,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-018,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-016,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-017,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-015,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-007,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-002,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,EX-004,0,PDEE,6,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,64.29,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,DM-005,0,PDDC,7,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,15.61,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-017,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-015,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-013,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-012,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-011,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-007,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-006,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-002,0,PDPA,8,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.5,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,GP-007,0,PDAL,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,17.28,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,GP-005,0,PDAL,9,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,17.28,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-016,0,PDPJ,10,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,40.2,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,PL-010,0,PDPJ,10,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,40.2,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,ME-005,0,PDTH,11,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,9.6,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,ME-004,0,PDTH,11,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,9.6,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-065,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-063,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-055,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-054,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-052,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-051,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-044,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-033,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-031,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-026,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,LS-025,0,BXBF,14,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,86.98,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,CR-049,0,PDGC,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,40,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,CR-040,0,PDGC,15,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,40,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-093,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-086,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-056,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-044,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-092,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-091,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-081,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-078,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-076,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-089,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
BHITBUA1016C-1,I,FT-088,0,BTA1,16,0,0,01:48.2,AA,0,2018/3/1 12:00:00,1,NULL,,0,0,0,,,1,1,1,0,1,0,0,0,96,1,100,0,0,0,0,0,0,47.78,NULL,NULL,NULL,NULL,NULL
